,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,income
4061,28,210867,7,0,0,40,<=50K
4062,18,263024,9,0,0,40,<=50K
4063,51,306785,9,0,0,40,<=50K
4064,58,104333,9,0,0,50,<=50K
4065,66,340734,9,0,0,40,<=50K
4066,36,288585,9,0,0,20,<=50K
4067,38,241765,7,0,0,60,<=50K
4068,25,111058,12,0,0,40,<=50K
4069,25,104662,9,0,0,22,<=50K
4070,90,313986,7,0,0,40,<=50K
4071,41,52037,10,0,0,40,<=50K
4072,34,146589,9,0,0,40,<=50K
4073,33,131776,13,914,0,40,<=50K
4074,33,254221,9,0,0,40,<=50K
4075,35,152909,13,0,1887,45,>50K
4076,39,211785,9,0,0,20,<=50K
4077,59,160362,9,0,0,60,<=50K
4078,19,387215,10,0,1719,16,<=50K
4079,39,187046,9,4064,0,38,<=50K
4080,19,208874,10,0,0,40,<=50K
4081,27,169631,9,0,0,40,<=50K
4082,52,202956,4,0,0,40,<=50K
4083,59,80467,9,0,0,24,<=50K
4084,28,407672,10,0,0,40,<=50K
4085,37,243425,9,0,0,50,<=50K
4086,50,174964,6,0,0,99,<=50K
4087,36,347491,13,0,0,50,>50K
4088,34,146161,13,0,0,60,>50K
4089,23,449432,10,0,0,40,<=50K
4090,19,175499,7,0,0,30,<=50K
4091,33,288825,9,0,2258,84,<=50K
4092,27,134813,14,0,0,52,<=50K
4093,31,190401,14,0,0,40,<=50K
4094,21,260617,6,0,0,36,<=50K
4095,31,45604,9,0,0,54,<=50K
4096,59,67841,9,0,0,40,>50K
4097,40,244522,14,0,1902,48,>50K
4098,19,430471,7,0,0,40,<=50K
4099,47,194698,9,0,0,50,<=50K
4100,34,94235,13,0,0,40,<=50K
4101,57,188330,9,0,0,78,<=50K
4102,51,146181,5,0,0,40,<=50K
4103,21,177125,10,0,0,20,<=50K
4104,30,68330,10,0,0,50,<=50K
4105,46,95636,10,0,0,45,<=50K
4106,40,238329,13,0,0,45,<=50K
4107,52,416129,1,0,0,40,<=50K
4108,23,285004,13,0,0,50,<=50K
4109,90,256514,13,991,0,10,<=50K
4110,25,186294,9,0,0,50,<=50K
4111,43,188786,10,0,0,45,<=50K
4112,38,31352,10,0,0,40,>50K
4113,22,197613,11,0,0,30,<=50K
4114,33,161942,13,1055,0,40,<=50K
4115,34,275438,10,5178,0,40,>50K
4116,65,361721,11,0,0,20,<=50K
4117,50,144968,9,0,0,15,<=50K
4118,29,190539,13,6849,0,48,<=50K
4119,25,178037,9,0,0,40,<=50K
4120,54,306985,10,0,0,40,<=50K
4121,49,87928,9,0,0,40,>50K
4122,44,242619,10,0,0,40,<=50K
4123,24,154165,5,0,0,40,<=50K
4124,25,511331,13,0,0,38,<=50K
4125,65,221026,9,0,0,20,<=50K
4126,56,222182,9,0,0,45,<=50K
4127,39,126569,15,15024,0,60,>50K
4128,23,202344,13,0,0,40,<=50K
4129,20,190423,10,0,0,20,<=50K
4130,24,238917,3,0,0,40,<=50K
4131,41,221947,10,0,1887,50,>50K
4132,40,37997,10,0,0,50,<=50K
4133,55,147098,9,0,0,50,>50K
4134,38,278253,9,0,0,48,<=50K
4135,23,195411,9,0,0,40,<=50K
4136,44,76196,13,0,0,50,<=50K
4137,45,120131,10,0,1887,40,>50K
4138,20,186014,10,0,0,12,<=50K
4139,29,205903,9,0,0,40,<=50K
4140,43,125405,9,0,0,40,<=50K
4141,30,219838,8,0,0,40,<=50K
4142,28,19395,10,0,0,38,<=50K
4143,31,223327,9,0,0,40,>50K
4144,52,114062,9,0,0,40,<=50K
4145,36,95654,13,0,0,50,>50K
4146,38,177305,9,0,0,45,<=50K
4147,66,299616,10,0,0,40,<=50K
4148,63,117681,11,0,0,40,<=50K
4149,21,237651,10,0,0,35,<=50K
4150,33,150570,9,0,0,40,<=50K
4151,46,106705,10,1506,0,50,<=50K
4152,20,174714,10,0,0,20,<=50K
4153,47,175958,13,3325,0,60,<=50K
4154,33,144064,16,0,0,55,>50K
4155,66,107112,4,0,0,30,<=50K
4156,20,54152,10,0,0,30,<=50K
4157,28,152951,9,0,0,40,<=50K
4158,46,190487,9,0,0,28,<=50K
4159,25,306666,10,0,0,45,<=50K
4160,37,195148,9,3137,0,40,<=50K
4161,31,226624,5,0,0,60,<=50K
4162,49,157569,9,0,0,40,<=50K
4163,22,22966,10,0,0,20,<=50K
4164,52,379682,11,0,0,20,>50K
4165,29,446559,12,0,0,50,<=50K
4166,18,41794,7,0,0,20,<=50K
4167,31,90409,10,0,0,35,<=50K
4168,23,125491,10,0,0,35,<=50K
4169,27,129661,11,0,0,40,>50K
4170,54,104748,6,0,0,65,<=50K
4171,50,169182,9,0,0,49,<=50K
4172,46,324655,14,0,1902,40,>50K
4173,24,122272,13,0,0,40,<=50K
4174,17,114798,7,0,0,18,<=50K
4175,49,289707,9,0,0,45,<=50K
4176,54,137691,9,0,0,40,>50K
4177,41,84610,13,0,1902,60,>50K
4178,49,166789,9,0,0,40,<=50K
4179,36,348728,13,0,0,35,<=50K
4180,23,348092,9,0,0,40,<=50K
4181,63,154526,10,0,0,40,<=50K
4182,67,288371,9,0,0,40,>50K
4183,23,182342,9,0,0,40,<=50K
4184,22,244366,13,0,0,40,<=50K
4185,66,102423,11,0,0,30,<=50K
4186,25,259688,7,0,0,50,<=50K
4187,30,98733,10,0,0,20,<=50K
4188,35,174856,9,2885,0,40,<=50K
4189,67,141797,4,0,0,40,<=50K
4190,30,327202,8,0,0,40,<=50K
4191,26,76996,10,0,0,38,<=50K
4192,34,260560,9,0,0,40,<=50K
4193,21,370990,10,0,0,40,<=50K
4194,18,129010,8,0,0,10,<=50K
4195,21,452640,9,0,0,40,<=50K
4196,76,120796,5,0,0,40,<=50K
4197,51,45334,10,0,0,70,<=50K
4198,26,229523,9,0,0,56,<=50K
4199,18,127388,8,0,0,25,<=50K
4200,18,395567,7,0,0,40,<=50K
4201,34,119422,11,0,1672,50,<=50K
4202,59,193895,9,0,0,40,<=50K
4203,55,163083,13,14084,0,45,>50K
4204,33,155343,10,0,0,72,<=50K
4205,25,73895,9,0,0,10,<=50K
4206,48,107682,9,0,0,10,<=50K
4207,64,321166,13,0,0,5,<=50K
4208,47,154940,14,0,0,45,>50K
4209,26,103700,10,0,0,40,<=50K
4210,36,63509,12,0,0,48,>50K
4211,21,243842,9,0,0,40,<=50K
4212,54,187221,4,0,0,25,<=50K
4213,30,58597,9,0,0,44,<=50K
4214,41,190290,9,0,0,40,<=50K
4215,53,158352,14,8614,0,35,>50K
4216,34,62165,10,0,0,30,<=50K
4217,20,307149,10,0,0,35,<=50K
4218,24,280134,6,0,0,49,<=50K
4219,26,118736,13,0,0,20,<=50K
4220,25,171114,9,0,0,48,<=50K
4221,35,169638,10,0,0,36,<=50K
4222,41,125461,10,0,0,40,>50K
4223,33,145434,7,0,0,40,<=50K
4224,18,152182,10,0,0,25,<=50K
4225,27,233724,9,0,0,38,<=50K
4226,32,153963,9,0,0,35,<=50K
4227,51,88120,9,0,0,40,<=50K
4228,38,96330,11,0,0,40,<=50K
4229,41,66118,10,0,0,25,<=50K
4230,26,182178,10,2829,0,40,<=50K
4231,38,53628,11,0,0,35,<=50K
4232,54,174865,5,0,0,45,>50K
4233,30,66194,13,0,0,60,<=50K
4234,31,73796,10,0,0,30,<=50K
4235,26,28366,13,0,0,40,<=50K
4236,75,231741,16,4931,0,3,<=50K
4237,29,237865,14,0,0,40,<=50K
4238,61,195453,9,0,0,50,>50K
4239,24,116934,10,0,0,45,<=50K
4240,22,87867,8,0,0,30,<=50K
4241,34,456399,12,0,0,40,<=50K
4242,42,263608,10,0,0,40,<=50K
4243,24,263498,7,0,0,40,<=50K
4244,42,183765,12,0,0,40,<=50K
4245,27,469705,9,0,1980,40,<=50K
4246,39,113253,13,0,0,50,>50K
4247,20,138768,9,0,0,40,<=50K
4248,51,302146,7,0,0,40,<=50K
4249,68,253866,13,0,0,30,<=50K
4250,28,214858,9,0,0,48,<=50K
4251,43,243476,9,0,0,40,<=50K
4252,35,169104,10,0,0,40,<=50K
4253,44,103218,9,0,0,40,<=50K
4254,41,57233,13,0,0,40,<=50K
4255,44,228320,9,0,0,45,>50K
4256,20,217421,9,0,0,40,<=50K
4257,46,185041,9,0,0,75,>50K
4258,27,37302,12,7688,0,70,>50K
4259,32,261059,10,0,0,50,<=50K
4260,46,59767,10,0,0,50,<=50K
4261,26,333541,9,0,0,24,<=50K
4262,20,133352,10,0,0,40,<=50K
4263,36,99270,9,0,0,40,<=50K
4264,49,204629,13,0,0,40,>50K
4265,32,34104,9,3103,0,55,>50K
4266,32,312667,13,15024,0,50,>50K
4267,49,329603,13,0,1902,40,>50K
4268,36,281021,9,0,0,45,<=50K
4269,22,275385,10,0,0,25,<=50K
4270,52,129177,9,0,0,40,<=50K
4271,42,385591,9,0,0,50,>50K
4272,22,201179,10,0,0,40,<=50K
4273,72,38360,9,0,0,16,<=50K
4274,30,73796,13,0,0,40,<=50K
4275,44,67671,10,0,0,40,<=50K
4276,23,257621,13,0,0,45,<=50K
4277,22,180052,10,0,0,20,<=50K
4278,59,656036,13,0,0,60,<=50K
4279,46,215943,9,0,0,40,<=50K
4280,30,488720,11,0,0,40,<=50K
4281,64,199298,4,0,0,30,<=50K
4282,31,305692,10,0,0,40,<=50K
4283,64,114994,9,0,0,20,<=50K
4284,45,88265,9,0,0,40,<=50K
4285,59,168569,9,0,1887,40,>50K
4286,32,175413,9,0,0,40,<=50K
4287,43,161226,13,0,0,40,<=50K
4288,66,160995,6,1086,0,20,<=50K
4289,23,208598,10,0,0,45,<=50K
4290,49,200471,9,0,0,40,<=50K
4291,32,256609,8,0,0,40,<=50K
4292,49,176684,11,0,0,40,<=50K
4293,33,206512,10,0,0,40,<=50K
4294,28,212640,15,0,0,85,<=50K
4295,47,148724,9,0,0,40,<=50K
4296,41,266510,9,0,0,40,<=50K
4297,34,240252,14,0,0,40,>50K
4298,25,358975,9,0,0,35,<=50K
4299,20,124242,10,0,0,40,<=50K
4300,21,434710,10,0,0,15,<=50K
4301,25,204338,9,0,0,30,<=50K
4302,46,241844,5,0,0,40,<=50K
4303,37,191342,2,0,0,40,<=50K
4304,41,221947,10,0,0,56,>50K
4305,44,111483,9,0,1504,50,<=50K
4306,30,65278,9,0,0,40,>50K
4307,54,133403,10,0,0,40,<=50K
4308,35,166416,9,0,0,99,<=50K
4309,58,142158,9,0,0,12,<=50K
4310,21,221480,10,0,0,25,<=50K
4311,35,189878,14,0,0,40,>50K
4312,35,278403,15,0,0,80,>50K
4313,19,184710,10,0,0,20,<=50K
4314,48,177775,9,0,0,40,<=50K
4315,56,275943,10,0,0,40,<=50K
4316,65,225473,10,0,0,35,<=50K
4317,40,289403,13,0,0,35,<=50K
4318,26,269060,9,0,0,40,<=50K
4319,45,449354,10,0,0,40,<=50K
4320,26,214413,10,0,0,40,<=50K
4321,32,80058,9,0,0,40,<=50K
4322,35,202027,13,27828,0,50,>50K
4323,22,123440,10,0,0,48,<=50K
4324,37,191524,11,0,0,38,<=50K
4325,25,308144,13,0,0,40,<=50K
4326,64,164204,2,0,0,53,<=50K
4327,46,205100,11,0,0,48,>50K
4328,30,195750,9,0,0,27,<=50K
4329,63,149756,12,0,0,40,>50K
4330,51,240358,9,0,0,40,>50K
4331,68,241174,4,0,0,16,<=50K
4332,36,356838,16,0,0,50,<=50K
4333,28,115705,10,0,0,50,<=50K
4334,41,137142,10,0,0,40,<=50K
4335,47,296066,10,0,0,40,<=50K
4336,22,401335,10,0,0,30,<=50K
4337,33,182771,13,0,0,80,<=50K
4338,34,186824,15,15024,0,40,>50K
4339,46,162187,13,0,0,40,>50K
4340,28,98010,10,0,0,40,<=50K
4341,36,172538,9,0,0,52,>50K
4342,18,80163,10,0,0,20,<=50K
4343,33,43959,14,7688,0,50,>50K
4344,51,162632,9,7298,0,60,>50K
4345,56,115422,9,0,0,35,<=50K
4346,54,100933,9,0,0,40,<=50K
4347,29,270379,9,0,0,40,<=50K
4348,40,20109,10,0,0,84,<=50K
4349,53,114758,14,15024,0,65,>50K
4350,22,100345,9,0,0,35,<=50K
4351,33,184901,9,0,0,40,>50K
4352,28,87239,9,0,0,50,<=50K
4353,63,127363,10,0,0,12,<=50K
4354,53,199720,16,15024,0,60,>50K
4355,37,143058,6,0,0,50,<=50K
4356,50,36489,10,0,0,40,<=50K
4357,22,141698,9,0,0,40,<=50K
4358,40,26358,12,0,0,40,<=50K
4359,22,195532,13,8614,0,40,>50K
4360,21,30039,10,0,0,40,<=50K
4361,25,125159,12,0,0,40,<=50K
4362,20,246250,10,0,0,40,<=50K
4363,43,77370,9,0,0,40,<=50K
4364,29,355569,11,0,0,50,<=50K
4365,32,180603,13,0,0,40,>50K
4366,42,201785,14,0,0,50,>50K
4367,33,256211,9,0,0,40,<=50K
4368,27,146764,10,0,0,40,>50K
4369,22,211968,10,0,0,40,<=50K
4370,29,200515,10,0,0,38,<=50K
4371,29,52636,9,0,0,40,<=50K
4372,20,27049,10,0,0,20,<=50K
4373,35,111128,6,0,0,40,<=50K
4374,31,348038,13,0,1902,50,>50K
4375,33,93930,9,0,0,50,<=50K
4376,67,397831,10,0,1539,40,<=50K
4377,46,33794,10,0,0,10,<=50K
4378,45,178215,5,0,0,40,>50K
4379,17,191910,7,0,0,20,<=50K
4380,35,340110,13,0,1848,70,>50K
4381,48,133694,13,0,0,40,>50K
4382,49,148398,9,0,0,40,<=50K
4383,20,133515,10,0,0,40,<=50K
4384,27,181667,9,5013,0,46,<=50K
4385,64,159715,10,0,0,20,<=50K
4386,53,174040,10,0,0,40,<=50K
4387,52,117700,9,0,0,40,<=50K
4388,29,37215,9,0,0,55,<=50K
4389,32,46807,9,99999,0,40,>50K
4390,48,317360,13,0,0,20,>50K
4391,30,425627,10,0,0,40,<=50K
4392,34,82623,9,0,0,20,<=50K
4393,19,63574,10,0,0,50,<=50K
4394,39,140854,9,0,0,50,<=50K
4395,28,185061,7,0,0,40,<=50K
4396,17,160118,8,0,0,10,<=50K
4397,54,282680,13,0,0,50,<=50K
4398,24,137591,10,0,1762,40,<=50K
4399,25,198163,9,0,0,40,<=50K
4400,25,132749,7,0,0,12,<=50K
4401,48,31264,10,5178,0,40,>50K
4402,24,399449,13,0,0,40,<=50K
4403,31,27494,10,0,0,50,<=50K
4404,47,368561,10,0,0,40,>50K
4405,45,102096,13,0,0,40,>50K
4406,19,406078,10,0,0,25,<=50K
4407,52,100506,10,15024,0,50,>50K
4408,52,29658,9,0,0,40,<=50K
4409,19,20469,9,0,0,12,<=50K
4410,60,181953,9,0,0,28,<=50K
4411,43,304175,14,0,0,50,>50K
4412,24,170070,12,0,0,30,<=50K
4413,20,193416,10,0,0,40,<=50K
4414,51,194908,9,0,0,40,<=50K
4415,38,357962,5,0,0,40,<=50K
4416,21,214716,10,0,0,10,<=50K
4417,40,207578,9,0,0,50,>50K
4418,54,146409,10,0,0,40,<=50K
4419,35,341643,13,0,0,50,<=50K
4420,52,131631,7,0,0,40,<=50K
4421,53,88842,9,99999,0,40,>50K
4422,56,128900,10,0,0,40,<=50K
4423,35,417136,9,0,0,40,<=50K
4424,43,336763,10,0,880,42,<=50K
4425,29,209301,13,0,0,40,<=50K
4426,29,120986,9,0,0,65,<=50K
4427,27,51025,9,0,0,40,<=50K
4428,58,218281,13,0,0,40,<=50K
4429,64,114994,9,0,0,18,<=50K
4430,53,335481,9,0,0,32,<=50K
4431,21,174503,9,0,0,30,<=50K
4432,40,230478,12,0,0,30,<=50K
4433,52,149650,16,0,0,40,>50K
4434,38,149419,11,0,0,50,<=50K
4435,40,341539,10,0,0,30,<=50K
4436,39,185099,9,0,0,40,<=50K
4437,56,132930,14,0,0,50,>50K
4438,68,128472,16,0,0,55,>50K
4439,24,124971,9,0,0,38,<=50K
4440,40,344060,15,0,0,50,>50K
4441,43,286750,15,0,0,99,>50K
4442,38,296999,13,0,0,70,<=50K
4443,45,123681,9,0,0,40,>50K
4444,18,232024,7,0,0,55,<=50K
4445,57,52267,14,0,0,50,>50K
4446,49,119182,9,0,0,35,<=50K
4447,25,191230,10,0,0,40,<=50K
4448,52,23780,10,0,0,40,<=50K
4449,56,184553,6,0,0,56,<=50K
4450,26,242651,10,0,0,48,<=50K
4451,19,246226,9,0,0,40,<=50K
4452,25,86745,13,0,0,40,<=50K
4453,25,106889,9,0,0,30,<=50K
4454,21,460835,9,0,0,45,<=50K
4455,48,213140,4,0,0,40,<=50K
4456,33,37070,14,0,0,60,<=50K
4457,31,93589,9,0,0,40,<=50K
4458,26,213258,9,0,0,65,<=50K
4459,37,46814,13,0,0,38,<=50K
4460,29,168873,10,0,0,30,<=50K
4461,20,284737,10,0,0,20,<=50K
4462,28,309620,10,0,0,60,<=50K
4463,49,197418,9,0,0,20,<=50K
4464,73,132737,6,0,0,4,<=50K
4465,49,185041,14,0,1977,40,>50K
4466,51,159604,10,0,0,40,>50K
4467,40,123557,10,0,0,40,<=50K
4468,24,275421,11,0,0,40,<=50K
4469,18,167147,8,0,0,24,<=50K
4470,41,197583,6,0,0,40,>50K
4471,46,175109,9,0,1485,40,>50K
4472,46,117502,9,0,0,40,<=50K
4473,64,180401,6,0,0,40,>50K
4474,50,146603,15,0,0,40,>50K
4475,53,143822,14,0,0,36,>50K
4476,21,51985,9,0,0,40,<=50K
4477,22,48121,10,0,0,25,<=50K
4478,37,234807,13,7430,0,45,>50K
4479,39,65324,15,0,0,55,>50K
4480,30,302149,13,0,0,40,<=50K
4481,25,168403,13,0,1741,40,<=50K
4482,26,159897,10,0,0,40,<=50K
4483,43,416338,13,0,0,50,<=50K
4484,59,370615,9,0,0,60,<=50K
4485,27,219371,9,0,0,40,<=50K
4486,55,120970,6,0,0,40,>50K
4487,20,22966,10,0,0,12,<=50K
4488,25,34541,11,0,0,36,<=50K
4489,28,191027,12,0,0,40,<=50K
4490,29,107458,13,0,0,50,<=50K
4491,60,121832,7,0,0,40,>50K
4492,37,233825,13,15024,0,50,>50K
4493,25,73839,7,0,0,40,<=50K
4494,27,109165,10,0,0,60,<=50K
4495,50,103063,13,0,0,40,>50K
4496,41,29762,10,5013,0,70,<=50K
4497,46,111979,4,0,0,47,<=50K
4498,35,150125,11,0,0,40,<=50K
4499,21,301853,10,0,0,40,<=50K
4500,35,296738,7,6849,0,60,<=50K
4501,40,118001,9,0,0,40,<=50K
4502,49,149337,13,0,0,40,>50K
4503,29,36601,13,0,0,50,<=50K
4504,43,118600,13,0,625,40,<=50K
4505,39,279272,12,0,0,60,<=50K
4506,35,181020,9,0,0,60,<=50K
4507,52,165998,10,0,0,40,<=50K
4508,25,218136,10,0,0,40,<=50K
4509,20,182200,9,0,0,30,<=50K
4510,46,39363,10,0,0,10,<=50K
4511,24,140001,13,0,0,40,<=50K
4512,29,193260,13,0,0,30,<=50K
4513,21,191243,10,0,0,40,<=50K
4514,37,207887,13,0,0,50,<=50K
4515,43,211450,9,0,0,40,<=50K
4516,19,184759,9,0,0,26,<=50K
4517,47,197836,9,0,0,45,<=50K
4518,61,232308,9,0,0,45,>50K
4519,21,189888,12,0,0,55,<=50K
4520,35,301614,9,0,0,60,<=50K
4521,60,146674,6,0,0,40,<=50K
4522,27,225291,10,0,0,40,<=50K
4523,57,148509,13,0,0,35,<=50K
4524,56,136413,2,0,0,40,<=50K
4525,27,126060,9,0,0,40,<=50K
4526,47,73064,4,0,0,35,<=50K
4527,19,39026,9,0,0,30,<=50K
4528,28,33035,8,0,0,30,<=50K
4529,43,193494,6,0,0,40,<=50K
4530,63,147440,10,0,0,35,<=50K
4531,22,153131,10,0,0,40,<=50K
4532,25,64671,9,0,0,40,<=50K
4533,35,225399,9,8614,0,40,>50K
4534,20,174391,9,0,0,40,<=50K
4535,48,377757,6,0,0,70,<=50K
4536,30,364310,13,0,0,40,<=50K
4537,31,110643,13,0,0,40,>50K
4538,20,70240,9,0,0,24,<=50K
4539,57,32694,14,0,0,50,>50K
4540,41,95047,11,7688,0,44,>50K
4541,33,264936,9,0,0,40,<=50K
4542,27,367329,11,0,0,40,<=50K
4543,34,56026,9,0,0,60,>50K
4544,22,186452,6,0,0,30,<=50K
4545,50,125417,12,0,0,40,>50K
4546,40,242082,13,0,0,45,>50K
4547,37,31023,9,0,0,51,<=50K
4548,40,397346,12,0,0,40,<=50K
4549,53,424079,14,15024,0,55,>50K
4550,38,108947,10,7688,0,40,>50K
4551,25,261979,9,0,0,40,<=50K
4552,51,55507,9,0,0,40,<=50K
4553,22,291407,8,0,0,40,<=50K
4554,18,353358,10,0,0,16,<=50K
4555,41,67339,7,7688,0,40,>50K
4556,33,235109,9,0,0,40,<=50K
4557,33,208180,13,0,0,40,<=50K
4558,67,423561,10,0,0,40,<=50K
4559,47,145290,9,0,2415,50,>50K
4560,24,403671,10,0,0,40,<=50K
4561,32,49325,4,0,0,40,<=50K
4562,29,370494,9,0,0,40,<=50K
4563,25,267012,11,0,0,45,<=50K
4564,33,191856,10,0,0,40,<=50K
4565,55,80445,13,0,0,40,<=50K
4566,31,379798,10,0,0,40,>50K
4567,32,168387,14,0,0,50,<=50K
4568,18,301948,9,34095,0,3,<=50K
4569,36,274809,9,0,0,50,<=50K
4570,58,233193,9,0,0,27,<=50K
4571,34,299635,14,0,1902,50,>50K
4572,19,236396,7,0,0,40,<=50K
4573,21,688355,9,0,0,40,<=50K
4574,36,37019,9,0,0,50,<=50K
4575,37,148015,13,15024,0,40,>50K
4576,43,122975,9,0,0,21,<=50K
4577,52,349795,13,0,0,40,<=50K
4578,48,229846,11,0,0,40,<=50K
4579,43,108945,10,0,0,38,<=50K
4580,22,237498,9,0,0,40,<=50K
4581,57,188872,3,6497,0,40,<=50K
4582,37,324019,12,0,0,40,<=50K
4583,39,82488,10,0,0,38,<=50K
4584,54,206964,10,0,0,40,>50K
4585,27,37088,12,0,0,40,<=50K
4586,21,152540,9,0,0,35,<=50K
4587,65,143554,10,0,0,38,<=50K
4588,30,126242,10,0,0,40,<=50K
4589,22,127185,5,0,0,40,<=50K
4590,26,164018,13,4064,0,50,<=50K
4591,25,210184,7,0,0,40,<=50K
4592,35,117528,11,0,0,40,>50K
4593,47,124973,11,15024,0,50,>50K
4594,23,182117,12,0,0,60,<=50K
4595,42,220049,9,0,0,40,>50K
4596,39,247975,10,0,0,30,<=50K
4597,55,50164,16,0,0,60,>50K
4598,24,123160,14,0,0,10,<=50K
4599,46,219962,13,7298,0,40,>50K
4600,53,79324,9,0,0,40,>50K
4601,44,129100,7,0,0,60,<=50K
4602,40,210275,9,0,0,40,<=50K
4603,48,189462,10,7688,0,40,>50K
4604,26,171114,11,0,0,35,<=50K
4605,22,201799,9,0,0,40,<=50K
4606,35,200426,9,0,0,12,<=50K
4607,20,24395,10,0,0,20,<=50K
4608,43,191149,9,0,0,40,<=50K
4609,37,34173,9,0,0,25,<=50K
4610,30,350979,9,0,0,40,<=50K
4611,41,147314,9,0,0,50,<=50K
4612,38,136081,15,0,0,60,>50K
4613,77,232894,5,0,0,40,<=50K
4614,42,373403,9,0,0,50,<=50K
4615,20,120601,9,0,0,40,<=50K
4616,36,130926,13,3674,0,40,<=50K
4617,32,72338,11,0,0,40,<=50K
4618,27,129624,13,0,0,40,>50K
4619,25,328697,10,0,0,45,<=50K
4620,40,191196,14,0,0,40,<=50K
4621,18,191117,7,0,0,25,<=50K
4622,49,110243,13,0,0,45,>50K
4623,17,181580,7,0,0,16,<=50K
4624,29,89030,9,0,0,40,<=50K
4625,47,345493,15,99999,0,55,>50K
4626,24,277700,10,0,0,45,<=50K
4627,58,198478,4,0,0,24,<=50K
4628,29,250679,9,0,0,40,<=50K
4629,45,168837,10,0,0,24,>50K
4630,30,142675,8,0,0,50,<=50K
4631,19,299050,10,0,0,20,<=50K
4632,59,107833,6,0,1485,40,>50K
4633,47,121958,4,0,0,30,<=50K
4634,41,282948,10,3137,0,40,<=50K
4635,28,176683,12,0,0,40,<=50K
4636,46,34377,12,0,0,40,>50K
4637,40,209833,10,0,0,60,<=50K
4638,66,41506,6,0,0,40,<=50K
4639,30,125159,13,14084,0,45,>50K
4640,44,147206,10,0,0,12,<=50K
4641,58,93664,9,15024,0,60,>50K
4642,21,315065,4,0,0,48,<=50K
4643,59,381851,5,0,0,40,<=50K
4644,35,185769,10,0,0,40,<=50K
4645,45,186272,5,5178,0,40,>50K
4646,30,312667,9,0,0,40,<=50K
4647,33,343925,9,0,0,40,<=50K
4648,26,195994,10,0,0,15,<=50K
4649,48,398843,10,0,0,35,<=50K
4650,31,73514,9,0,0,40,<=50K
4651,36,288049,9,0,0,45,<=50K
4652,48,54759,9,0,0,38,<=50K
4653,30,155343,9,5013,0,40,<=50K
4654,33,401104,9,0,0,50,>50K
4655,19,124884,5,0,0,25,<=50K
4656,37,287306,12,99999,0,40,>50K
4657,53,113995,13,0,0,45,>50K
4658,18,146378,10,0,0,40,<=50K
4659,38,111499,10,7298,0,50,>50K
4660,34,34374,10,0,0,50,<=50K
4661,45,162187,13,0,0,52,>50K
4662,33,147654,11,0,0,60,<=50K
4663,35,182467,11,0,0,44,<=50K
4664,22,183970,9,0,0,40,<=50K
4665,35,332588,9,0,0,30,<=50K
4666,45,26781,9,0,0,8,<=50K
4667,17,48610,7,0,0,45,<=50K
4668,50,162632,9,0,0,45,<=50K
4669,38,91711,13,0,0,50,>50K
4670,33,198003,10,7298,0,50,>50K
4671,46,179048,9,0,0,35,<=50K
4672,25,262778,13,6849,0,50,<=50K
4673,64,102470,9,0,0,40,<=50K
4674,62,123170,10,0,0,10,<=50K
4675,32,164243,9,0,0,60,>50K
4676,17,262511,7,0,0,20,<=50K
4677,61,51170,9,0,0,55,<=50K
4678,40,91949,16,0,0,40,<=50K
4679,21,123727,9,0,0,40,<=50K
4680,39,173175,13,15024,0,50,>50K
4681,35,120301,10,0,0,45,<=50K
4682,29,250967,11,0,0,40,<=50K
4683,27,285432,12,0,0,40,<=50K
4684,20,36235,12,0,0,40,<=50K
4685,34,317219,10,0,0,20,>50K
4686,51,110965,14,0,0,40,<=50K
4687,45,123283,9,0,0,15,<=50K
4688,20,249087,10,0,0,40,<=50K
4689,31,152940,10,0,0,40,<=50K
4690,29,376680,9,0,0,40,<=50K
4691,56,231232,13,0,0,30,<=50K
4692,55,168625,10,0,0,12,>50K
4693,26,33939,10,0,0,20,<=50K
4694,46,155659,10,15024,0,45,>50K
4695,32,190228,9,0,0,40,<=50K
4696,28,216178,9,0,0,40,<=50K
4697,27,587310,4,0,0,35,<=50K
4698,23,155919,5,0,0,40,<=50K
4699,59,227386,6,0,0,40,<=50K
4700,26,138152,8,0,0,48,<=50K
4701,36,167482,6,0,0,40,<=50K
4702,18,57957,9,0,0,15,<=50K
4703,33,157747,5,0,0,70,<=50K
4704,60,88570,11,0,0,15,>50K
4705,40,273308,9,0,0,48,<=50K
4706,48,216292,9,0,0,43,<=50K
4707,27,131298,6,0,0,48,<=50K
4708,19,386378,10,0,0,20,<=50K
4709,38,179668,13,0,0,50,>50K
4710,26,210812,10,0,0,43,<=50K
4711,45,311671,11,3908,0,40,<=50K
4712,20,215247,10,0,0,20,<=50K
4713,32,125856,9,0,0,40,<=50K
4714,22,74631,10,0,0,13,<=50K
4715,22,24008,9,0,0,40,<=50K
4716,38,354591,9,114,0,38,<=50K
4717,34,155343,9,0,1848,50,>50K
4718,46,308334,2,0,0,30,<=50K
4719,39,245361,13,0,0,25,<=50K
4720,79,158319,9,0,0,24,<=50K
4721,60,204486,13,0,0,8,>50K
4722,24,314823,9,0,0,40,<=50K
4723,31,211334,10,2407,0,65,<=50K
4724,37,73199,13,3137,0,77,<=50K
4725,23,126550,9,0,0,40,<=50K
4726,31,260782,10,0,1579,45,<=50K
4727,29,114224,13,0,0,40,>50K
